2022-06	路径预测	0	按每日60日简单均线检验，上证首次触及为08-01、创业板为08-04。三个月内出现，一月内没有；原文未给期限，结果记延迟兑现而非精准短期命中。
2022-07	风险目标	不适用	目标是不亏钱，缺账户记录不能评分。后续一到三个月多个指数下跌，支持防守环境，但不等于本人没有亏损。
2022-08	风险条件	0	其后创业板显著下跌，与高位风险方向相容；并未规定股票集合、跌幅和期限，不能给“脚脖斩”精确验证。
2022-09	反弹试探	0	一个月上证和军工仍跌，创业板反而涨，显示反弹高度分化；原文对象是具体超跌持股，没有统一组合，不能统记反弹成功。
2022-10	底部判断	0	后来有反弹，也再次跌破当时位置；原文同时保留三月政策底和四月最终底两种类比，因此不把短期底直接等同最终底。
2022-11	风格预测	+1（代理旁证）	未来一月上证50明显跑赢中证1000，与权重反弹主线一致；原文A50与上证50并非同一指数，旁证不验证具体ETF目标价。
2022-12	结构与方向	0	未来一月创业板反弹，三个月又回落；只能支持一轮赛道反弹。原文针对换仓和交易，不可当持续持有三个月的收益承诺。
2023-01	条件预测	+1（观察窗口）	未来三个月上证盘中最高3396.17，未越3400，支持所给上方约束；成交量不足这一因果条件未经独立因果验证。
2023-02	风格诊断	+1（代理旁证）	未来一月中证1000跑赢上证50，与小盘占优相容；需区分风格指数与作者逐票选股，不计账户胜率。
2023-03	同期结构诊断	0	科技与军工走势差异可由科创50和军工代理观察；科创50不等于全部芯片，更不涵盖全部中字头，双主线及资金身份尚不能完整证明。
2023-04	箱体预测	0	三个月上证下跌约5%，途中最低约-7%，有明显单边下移。没有箱体边界，不能严格判突破，但应降低“上下空间都不大”的可信度。
2023-05	资金机制解释	U	价格序列不足以验证AI与中特估吸走其他板块资金；需要成分、成交占比或申赎数据。后续涨跌不能证明抽血因果。
2023-06	低位股风险判断	U	持股组合不完整，不能用指数直接否定其个股边界；后续多个代理仍下跌，故“低位天然限制跌幅”仍不能进入强规则。
2023-07	操作与风险预测	+1（市场环境）	原文建议周一至周三降低金融仓位、警惕一月套牢。此后宽基明显下跌，与收缩风险一致；未取券商组合，不能确认每只券商或成交收益。
2023-08	条件预测	U	预期20%修复以持续护盘为前提；没有独立护盘成交数据，不能因后来政策反弹就记成功，亦不能将未触发条件当无条件失败。
2023-09	预算决策	不适用	未来三个月继续下跌说明提前消耗预算有现实风险；原文说等合适时机，不得推断当天满仓，也不能把两个月生活费作为通用建议。
2023-10	反弹与加仓计划	0	上证一月反弹、三月又明显下跌；实际目标为沪深300，必须结合其本页独立数据。首笔开仓能否赚钱还取决于后续档位及退出，不记定投已验证。
2023-11	同期结构诊断	U	本轮八指数未覆盖北证50，也没有北交所交易资金来源；仅核对主板同期位置，北交所涨幅和“谁在买”不评分。
2023-12	方向预测	-1	后一个月继续跌，三月内最低相对判断日跌超11%；即使三月末端回正，也明确推翻“不会再跌”。
2024-01	企稳条件	不适用	当时明说不知道是否企稳，并要求持续买入与大阳线。后面先急跌再反弹，不能将一次2%阳线视为充分的长期底部证据。
2024-02	结构与方向	+1（指数方向）	未来三个月上证上涨且相对判断日最低回落约1.5%，支持大盘不会大幅下挫；“买指数意义不大”是相对收益主张，需另有可执行选股组合。
2024-03	节奏判断	0	上证三个月大体横盘而成长明显偏弱，与指数与个股区别相容；没有独立持股组合，21日线买入利润不作普遍证明。
2024-04	战略方向	0	一个月指数涨、三个月回落；战略做多没给退出期限，不能定成永久失败，但不能称政策发布即形成持续慢牛。
2024-05	箱体与支撑	-1	上证后一个月约-5%、三个月约-10%；按250日简单均线06-03已触及下破，明确不支持年线至3200的稳定箱体。
2024-06	条件切换	0	后一个月宽基仍弱；原文明确要求指数不再单边下跌，故只能说切换确认不足，不能以三个月末政策急涨给初始确认补分。
2024-07	修复判断	-1（短期代理）	后一个月上证、中证1000、成长和军工都跌，不支持普遍“好起来”的延续；三个月转正来自9月反转，应另立状态。
2024-08	条件与方向	0	一个月及三个月末上涨，但中途上证仍有近6%下探；原文明确持续下跌时无买点，因此方向可保留，买入时点不能由后涨倒推。
2024-09	方向预测	+1	发表日期后一个月及三个月宽基明显上涨，后续官方政策亦可外验。只验证方向，不证明政策内幕、账户收益或所有节奏判断。
2024-10	目标预测	-1	未来三个月未触及3800或4000；即便把文件当日盘中高点纳入也未达到。原文是“很有可能”的判断，记录目标未兑现而非绝对保证违约。
2024-11	风格延续判断	0	未来一个月中证1000略跑输上证50，三个月又有差异；小盘持续占优不稳定。原文同时提醒小盘未来风险，不可只摘推荐侧。
2024-12	微盘风险判断	U	中证1000后一个月下跌仅是部分旁证，不能替代通达信微盘组合。没有动态微盘成分和退市处理，暂不能严格验证。
2025-01	条件操作	不适用	破位后等待企稳、配置仓另按表，是分类指令；后续一月宽基仍弱。可检验逻辑结构，不能用一月收益算条件策略收益。
2025-02	年度判断	0	后一个季度确有大幅波动，但到年底上证较判断日涨约18.6%、年内触及4034.08，年度“不是大突破”明显受到挑战；大突破无阈值不硬设二元胜负。
2025-03	区间风险判断	+1（风险方向）	原文明确指向3—4月，后一个月上证及成长明显下跌，支持谨慎方向；不能验证全部低位持仓能规避此次下跌。
2025-04	年度板块判断	+1（行业指数）	中证军工从判断日至年底上涨约32.3%，支持年度反转方向，但中途相对基准仍跌约12%；不能把年度对转写成当时立即加仓没有风险。
2025-05	同期诊断	0	后一个月、三个月上证均上涨，不能把标题“进入调整周期”升级为准确中期看空；正文又说明对指数没有预判，应保留当时诊断与未来预测的区别。
2025-06	趋势与方向	+1	创业板后一个月及三个月明显上涨，支持趋势恢复与成长机会；不证明任意低位股可跟涨，也不证明做T超过持有。
2025-07	相对方向	+1	创业板未来一到三个月明显跑赢上证，支持相对弹性判断；上证同期也明显上涨，故“难继续大涨”应单列为受挑战的次级命题。
2025-08	方向与条件	+1	后一个月及三个月上证上涨，初期不利偏移较小，支持回调机会前提；不同板块后续差异明显，不能把指数判断替成个股统一买点。
2025-09	结构与资金解释	0	科技代理和军工表现分歧可观察；但8月多个指数均上涨，“能赚钱板块很少”和AI贡献60%仍需成分贡献验证，不能当已证实广度事实。
2025-10	拒绝预测	不适用	明确说指数可以涨也可以跌，没有可评分方向；后续上涨不能记为预测成功。4000家下跌与指数红的单日广度仍待逐股数据。
2025-11	板块企稳判断	+1（行业代理）	军工未来一到三个月走强，支持该板块修复方向，但上证一月仍下跌；“板块差不多”不能扩展成市场全面见底。
2025-12	条件与结构	U	高位震荡以特定资金不卖为条件，公开价格不能核验资金是否卖出；后续指数总体偏强，只能提供状态背景。
2026-01	试探性切换	0	蓝筹起势用问句表达，未来一月上证小幅涨但军工分化，三月又承压；只记录策略从躲避转定投，不记低位蓝筹普遍上涨已验证。
2026-02	风险与预算	不适用	减少题材、守配置是风险选择；之后三月出现广泛下跌，支持风险警觉，但军工也跌，配置身份不能自动提供保护。
2026-03	风险预算动作	不适用	65%为当期上限，之后宽基和军工仍有下探且反弹分化，说明限额与停止连续补仓有现实背景；非个人账户收益证据。
2026-04	条件反弹	0	之后一月多个指数反弹，三个月军工却回落；条件中“战争真的结束”未由本轮验证，价格反弹不能证明外部因果或资金身份。
2026-05	无期限预警	0	之后科技代理先涨后跌，三个月内发生较大调整；“随时瓦解”没给日期，不记精准顶部。减仓后保留切换预算属于独立动作逻辑。
2026-06	同期条件诊断	0	后来科技与军工代理一同大跌，说明科技瓦解未必立刻让军工受益；月底至七月仍可能先遭风险传递。仅到09-04，三月窗未完整。
2026-07	结构修复判断	+1（首月代理）	之后完整一个月军工、中证1000上涨，支持局部修复；后两三月资料不足。同花顺全A不是中证1000，只做方向旁证。
2026-08	同期结构诊断	-1（内部反例）	次日原文又称出现吸血，直接限制“已正常化”的稳定性；到09-04不足一个月，不用不完整数据伪装完整月预测评分。
2026-09	同期结构诊断	U	只有09-01至09-04的局部后续，没有完整一月窗，保留未决。当前相对表现可展示，不能判定新状态持续成立。
